"x" "y" "z"
"2894" 1.79 51.32 37.9587500095367
"2895" 1.79 51.33 36.4399998664856
"2896" 1.79 51.34 30.8315000534058
"2897" 1.79 51.35 22.4069999694824
"2898" 1.79 51.36 16.408499956131
"2899" 1.79 51.37 18.8343751430511
"2900" 1.79 51.38 28.741999912262
"2901" 1.79 51.39 37.220500087738
"2902" 1.79 51.4 42.0404996871948
"2903" 1.79 51.41 42.464999961853
"2904" 1.79 51.42 42.3093748092651
"2905" 1.79 51.43 44.4699996948242
"2906" 1.79 51.44 41.8099998474121
"2907" 1.79 51.45 42.2584999084473
"2908" 1.79 51.46 41.3240005493164
"2909" 1.79 51.47 42.0699999332428
"2910" 1.79 51.48 41.806499671936
"2911" 1.79 51.49 41.1875
"2912" 1.79 51.5 39.4545000076294
"2913" 1.79 51.51 38.7854999542236
"2914" 1.79 51.52 38.3918747901917
"2915" 1.79 51.53 38.0030004501343
"2916" 1.79 51.54 38.3994998931885
"2917" 1.79 51.55 40.1945001602173
"2918" 1.79 51.56 39.7479995727539
"2919" 1.79 51.57 40.396874666214
"2920" 1.79 51.58 39.9044998168945
"2921" 1.79 51.59 41.0209995269775
"2922" 1.79 51.6 43.5019998550415
"2923" 1.79 51.61 48.1709999084473
"2924" 1.79 51.62 46.5912499427795
"2925" 1.79 51.63 47.7050003051758
"2926" 1.79 51.64 47.3204999923706
"2927" 1.79 51.65 41.6159997940063
"2928" 1.79 51.66 31.2834998130798
"2929" 1.79 51.67 28.3993750810623
"2930" 1.79 51.68 28.6884999275208
"2931" 1.79 51.69 33.43899974823
"2932" 1.79 51.7 36.4024995803833
"2933" 1.79 51.71 35.9999998092651
"2934" 1.79 51.72 36.1337502002716
"2935" 1.79 51.73 36.894500541687
"2936" 1.79 51.74 35.997500038147
"2937" 1.79 51.75 33.4854995727539
"2938" 1.79 51.76 34.7265001296997
"2939" 1.79 51.77 27.5093750953674
"2940" 1.79 51.78 23.9284997940063
"2941" 1.79 51.79 24.4835000991821
"2942" 1.79 51.8 24.3724999427795
"2943" 1.79 51.81 26.0529999732971
"2944" 1.79 51.82 27.6675000190735
"2945" 1.79 51.83 35.334499835968
"2946" 1.79 51.84 36.3980001449585
"2947" 1.79 51.85 48.9890003204346
"2948" 1.79 51.86 47.9629997253418
"2949" 1.79 51.87 45.5900001525879
"2950" 1.79 51.88 45.8870000839233
"2951" 1.79 51.89 43.6264999389648
"2952" 1.79 51.9 37.2699998855591
"2953" 1.79 51.91 38.0520001411438
"2954" 1.79 51.92 42.7756252288818
"2955" 1.79 51.93 37.6815001487732
"2956" 1.79 51.94 33.8605003356934
"2957" 1.79 51.95 32.3895000457764
"2958" 1.79 51.96 29.8014998435974
"2959" 1.79 51.97 27.2218749523163
"2960" 1.79 51.98 26.8495001792908
"2961" 1.79 51.99 27.5954998970032
"2962" 1.79 52 23.2545001029968
"2963" 1.79 52.01 20.7069999694824
"2964" 1.79 52.02 22.7531247138977
"2965" 1.79 52.03 22.6519998550415
"2966" 1.79 52.04 23.3084999084473
"2967" 1.79 52.05 22.8075003623962
"2968" 1.8 50.77 NA
"2969" 1.8 50.78 NA
"2970" 1.8 50.79 NA
"2971" 1.8 50.8 NA
"2972" 1.8 50.81 NA
"2973" 1.8 50.82 NA
"2974" 1.8 50.83 NA
"2975" 1.8 50.84 NA
"2976" 1.8 50.85 NA
"2977" 1.8 50.86 NA
"2978" 1.8 50.87 NA
"2979" 1.8 50.88 NA
"2980" 1.8 50.89 NA
"2981" 1.8 50.9 NA
"2982" 1.8 50.91 NA
"2983" 1.8 50.92 NA
"2984" 1.8 50.93 NA
"2985" 1.8 50.94 NA
"2986" 1.8 50.95 NA
"2987" 1.8 50.96 NA
"2988" 1.8 50.97 15.5999999046326
"2989" 1.8 50.98 9.91799995422363
"2990" 1.8 50.99 15.5491998291016
"2991" 1.8 51 16.6947999572754
"2992" 1.8 51.01 26.5388001251221
"2993" 1.8 51.02 27.7790000915527
"2994" 1.8 51.03 28.2420001220703
"2995" 1.8 51.04 28.2827998352051
"2996" 1.8 51.05 28.0583999633789
"2997" 1.8 51.06 29.3952001190186
"2998" 1.8 51.07 26.3454998970032
"2999" 1.8 51.08 24.0660000610352
"3000" 1.8 51.09 25.4592000579834
"3001" 1.8 51.1 26.2948001098633
"3002" 1.8 51.11 28.1312001037598
"3003" 1.8 51.12 31.4925003051758
"3004" 1.8 51.13 34.2203997039795
"3005" 1.8 51.14 35.5615998840332
"3006" 1.8 51.15 37.6220002746582
"3007" 1.8 51.16 37.5276000976562
"3008" 1.8 51.17 27.5165001869202
"3009" 1.8 51.18 31.1688000488281
"3010" 1.8 51.19 35.6051997375488
"3011" 1.8 51.2 37.3048002624512
"3012" 1.8 51.21 38.7756001281738
"3013" 1.8 51.22 38.6050003051758
"3014" 1.8 51.23 38.3588003540039
"3015" 1.8 51.24 39.3496002197266
"3016" 1.8 51.25 39.326000213623
"3017" 1.8 51.26 38.49
"3018" 1.8 51.27 38.3159997940063
"3019" 1.8 51.28 38.5883999633789
"3020" 1.8 51.29 37.3308000183105
"3021" 1.8 51.3 37.2535998535156
"3022" 1.8 51.31 37.544400177002
"3023" 1.8 51.32 37.7545000076294
"3024" 1.8 51.33 37.9476000976562
"3025" 1.8 51.34 38.0647999572754
"3026" 1.8 51.35 36.9103996276855
"3027" 1.8 51.36 33.0763999176025
"3028" 1.8 51.37 25.0329998493195
"3029" 1.8 51.38 17.9711999130249
"3030" 1.8 51.39 18.1571998977661
"3031" 1.8 51.4 28.4972002410889
"3032" 1.8 51.41 37.1707997131348
"3033" 1.8 51.42 39.7950002670288
"3034" 1.8 51.43 42.4395999145508
"3035" 1.8 51.44 43.128800201416
"3036" 1.8 51.45 44.4720002746582
"3037" 1.8 51.46 42.3687998962402
"3038" 1.8 51.47 42.2180002212524
"3039" 1.8 51.48 42.8636001586914
"3040" 1.8 51.49 42.7603999328613
"3041" 1.8 51.5 41.8780001831055
"3042" 1.8 51.51 40.4631997680664
"3043" 1.8 51.52 39.7515001296997
"3044" 1.8 51.53 39.0943998718262
"3045" 1.8 51.54 38.7899998474121
"3046" 1.8 51.55 40.0139999389648
"3047" 1.8 51.56 40.1955996704102
"3048" 1.8 51.57 39.7420000076294
"3049" 1.8 51.58 40.1568000793457
"3050" 1.8 51.59 40.0508000183105
"3051" 1.8 51.6 42.7879997253418
"3052" 1.8 51.61 48.1744003295898
"3053" 1.8 51.62 47.6950002670288
"3054" 1.8 51.63 47.1476002502441
"3055" 1.8 51.64 48.3075999450684
"3056" 1.8 51.65 47.3231997680664
"3057" 1.8 51.66 42.8719998168945
"3058" 1.8 51.67 34.609499835968
"3059" 1.8 51.68 28.4867997741699
"3060" 1.8 51.69 30.2595998382568
"3061" 1.8 51.7 35.9867999267578
"3062" 1.8 51.71 36.8803997802734
"3063" 1.8 51.72 37.2709999084473
"3064" 1.8 51.73 37.8195999145508
"3065" 1.8 51.74 37.7115998840332
"3066" 1.8 51.75 36.563200378418
"3067" 1.8 51.76 38.2659997558594
"3068" 1.8 51.77 36.8075001716614
"3069" 1.8 51.78 29.8416000366211
"3070" 1.8 51.79 25.8795999908447
"3071" 1.8 51.8 23.0519998168945
"3072" 1.8 51.81 21.6068000030518
"3073" 1.8 51.82 21.9910000801086
"3074" 1.8 51.83 23.0700000762939
"3075" 1.8 51.84 24.1323999786377
"3076" 1.8 51.85 31.7056002044678
"3077" 1.8 51.86 41.2944000244141
"3078" 1.8 51.87 45.0545001983643
"3079" 1.8 51.88 44.2988000488281
"3080" 1.8 51.89 42.1383995056152
"3081" 1.8 51.9 39.1960001373291
"3082" 1.8 51.91 41.9552000427246
"3083" 1.8 51.92 47.8439998626709
"3084" 1.8 51.93 49.2403997802734
"3085" 1.8 51.94 43.5071998596191
"3086" 1.8 51.95 35.5708004760742
"3087" 1.8 51.96 30.0440000152588
"3088" 1.8 51.97 27.5414999961853
"3089" 1.8 51.98 29.0699999237061
"3090" 1.8 51.99 31.285599899292
"3091" 1.8 52 26.9504000091553
"3092" 1.8 52.01 21.687200012207
"3093" 1.8 52.02 23.4264998435974
"3094" 1.8 52.03 23.0811998748779
"3095" 1.8 52.04 24.5120000457764
"3096" 1.8 52.05 24.5220001220703
"3097" 1.81 50.77 NA
"3098" 1.81 50.78 NA
"3099" 1.81 50.79 NA
"3100" 1.81 50.8 NA
"3101" 1.81 50.81 NA
"3102" 1.81 50.82 NA
"3103" 1.81 50.83 NA
"3104" 1.81 50.84 NA
"3105" 1.81 50.85 NA
"3106" 1.81 50.86 NA
"3107" 1.81 50.87 NA
"3108" 1.81 50.88 NA
"3109" 1.81 50.89 NA
"3110" 1.81 50.9 NA
"3111" 1.81 50.91 NA
"3112" 1.81 50.92 NA
"3113" 1.81 50.93 NA
"3114" 1.81 50.94 NA
"3115" 1.81 50.95 NA
"3116" 1.81 50.96 NA
"3117" 1.81 50.97 13.0699999094009
"3118" 1.81 50.98 8.2423999786377
"3119" 1.81 50.99 14.5992000579834
"3120" 1.81 51 20.0523999404907
"3121" 1.81 51.01 21.7532000732422
"3122" 1.81 51.02 27.4575001716614
"3123" 1.81 51.03 28.1347998809814
"3124" 1.81 51.04 27.981600112915
"3125" 1.81 51.05 27.4083999633789
"3126" 1.81 51.06 28.7299998474121
"3127" 1.81 51.07 27.2154998779297
"3128" 1.81 51.08 24.9608000946045
"3129" 1.81 51.09 26.6131999206543
"3130" 1.81 51.1 26.4979999542236
"3131" 1.81 51.11 27.2352001953125
"3132" 1.81 51.12 29.2124999046326
"3133" 1.81 51.13 35.2515997314453
"3134" 1.81 51.14 36.9563999938965
"3135" 1.81 51.15 38.3215998840332
"3136" 1.81 51.16 37.3839994812012
"3137" 1.81 51.17 31.0979997634888
"3138" 1.81 51.18 23.5632001876831
"3139" 1.81 51.19 37.0863999938965
"3140" 1.81 51.2 38.0076002502441
"3141" 1.81 51.21 38.2003999328613
"3142" 1.81 51.22 38.0460000991821
"3143" 1.81 51.23 38.2695999145508
"3144" 1.81 51.24 38.6439999389648
"3145" 1.81 51.25 39.3672001647949
"3146" 1.81 51.26 39.0036000061035
"3147" 1.81 51.27 38.1889999389648
"3148" 1.81 51.28 37.9367997741699
"3149" 1.81 51.29 37.3604000854492
"3150" 1.81 51.3 37.2659999084473
"3151" 1.81 51.31 36.9883999633789
"3152" 1.81 51.32 37.5294998168945
"3153" 1.81 51.33 37.613999786377
"3154" 1.81 51.34 37.6480003356934
"3155" 1.81 51.35 37.9848002624512
"3156" 1.81 51.36 38.9259996032715
"3157" 1.81 51.37 39.3580001831055
"3158" 1.81 51.38 36.2527997589111
"3159" 1.81 51.39 28.5303997802734
"3160" 1.81 51.4 19.1596000671387
"3161" 1.81 51.41 18.5352000045776
"3162" 1.81 51.42 25.7230001449585
"3163" 1.81 51.43 32.4472001647949
"3164" 1.81 51.44 39.3824000549316
"3165" 1.81 51.45 42.5963998413086
"3166" 1.81 51.46 41.5652000427246
"3167" 1.81 51.47 42.9989995956421
"3168" 1.81 51.48 42.8824002075195
"3169" 1.81 51.49 41.3664001464844
"3170" 1.81 51.5 40.8352000427246
"3171" 1.81 51.51 40.0624000549316
"3172" 1.81 51.52 40.6250001907349
"3173" 1.81 51.53 40.2279998779297
"3174" 1.81 51.54 39.288800201416
"3175" 1.81 51.55 39.4083999633789
"3176" 1.81 51.56 40.9568003845215
"3177" 1.81 51.57 40.7125
"3178" 1.81 51.58 39.9179998779297
"3179" 1.81 51.59 41.1255999755859
"3180" 1.81 51.6 41.6019999694824
"3181" 1.81 51.61 45.7287998962402
"3182" 1.81 51.62 48.9789999008179
"3183" 1.81 51.63 48.9456002807617
"3184" 1.81 51.64 47.4067997741699
"3185" 1.81 51.65 47.653999786377
"3186" 1.81 51.66 46.9987995910645
"3187" 1.81 51.67 45.0404996871948
"3188" 1.81 51.68 37.731600189209
"3189" 1.81 51.69 32.0064002227783
"3190" 1.81 51.7 31.2328001403809
"3191" 1.81 51.71 35.8800001525879
"3192" 1.81 51.72 37.4120000839233
"3193" 1.81 51.73 39.3072001647949
"3194" 1.81 51.74 38.6259999084473
"3195" 1.81 51.75 39.0555995178223
"3196" 1.81 51.76 39.1056001281738
"3197" 1.81 51.77 40.2994998931885
"3198" 1.81 51.78 41.0832000732422
"3199" 1.81 51.79 38.7808001708984
"3200" 1.81 51.8 35.7624000549316
"3201" 1.81 51.81 31.3780003356934
"3202" 1.81 51.82 29.4200000762939
"3203" 1.81 51.83 28.8051995849609
"3204" 1.81 51.84 32.3700003051758
"3205" 1.81 51.85 30.1231998443604
"3206" 1.81 51.86 27.4135998535156
"3207" 1.81 51.87 26.5184999465942
"3208" 1.81 51.88 28.0220000457764
"3209" 1.81 51.89 27.1748000335693
"3210" 1.81 51.9 29.742799987793
"3211" 1.81 51.91 28.5980001068115
"3212" 1.81 51.92 30.7045001983643
"3213" 1.81 51.93 40.0379999542236
"3214" 1.81 51.94 44.2903999328613
"3215" 1.81 51.95 39.2903999328613
"3216" 1.81 51.96 31.4420000457764
"3217" 1.81 51.97 28.5270001411438
"3218" 1.81 51.98 36.2296000671387
"3219" 1.81 51.99 35.1623999023438
"3220" 1.81 52 33.2407996368408
"3221" 1.81 52.01 29.3248001861572
"3222" 1.81 52.02 26.5499998092651
"3223" 1.81 52.03 25.5240000152588
"3224" 1.81 52.04 25.9987998199463
"3225" 1.81 52.05 25.6139999389648
"3226" 1.82 50.77 NA
"3227" 1.82 50.78 NA
"3228" 1.82 50.79 NA
"3229" 1.82 50.8 NA
"3230" 1.82 50.81 NA
"3231" 1.82 50.82 NA
"3232" 1.82 50.83 NA
"3233" 1.82 50.84 NA
"3234" 1.82 50.85 NA
"3235" 1.82 50.86 NA
"3236" 1.82 50.87 NA
"3237" 1.82 50.88 NA
"3238" 1.82 50.89 NA
"3239" 1.82 50.9 NA
"3240" 1.82 50.91 NA
"3241" 1.82 50.92 NA
"3242" 1.82 50.93 NA
"3243" 1.82 50.94 NA
"3244" 1.82 50.95 NA
"3245" 1.82 50.96 NA
"3246" 1.82 50.97 10.2799998760223
"3247" 1.82 50.98 7.69840002059937
"3248" 1.82 50.99 13.8067999649048
"3249" 1.82 51 23.7371998596191
"3250" 1.82 51.01 19.8387999725342
"3251" 1.82 51.02 26.4519997596741
"3252" 1.82 51.03 27.8188000488281
"3253" 1.82 51.04 28.0155999755859
"3254" 1.82 51.05 27.0151999664307
"3255" 1.82 51.06 27.9235999298096
"3256" 1.82 51.07 27.7625001907349
"3257" 1.82 51.08 25.7496001434326
"3258" 1.82 51.09 27.2363999938965
"3259" 1.82 51.1 27.0484001922607
"3260" 1.82 51.11 27.2964000701904
"3261" 1.82 51.12 27.3639999389648
"3262" 1.82 51.13 30.1931998443604
"3263" 1.82 51.14 37.8103999328613
"3264" 1.82 51.15 37.427200012207
"3265" 1.82 51.16 37.7163998413086
"3266" 1.82 51.17 35.1610000610352
"3267" 1.82 51.18 18.2012000656128
"3268" 1.82 51.19 33.5616003417969
"3269" 1.82 51.2 37.8264002990723
"3270" 1.82 51.21 37.4148001098633
"3271" 1.82 51.22 37.1860000610352
"3272" 1.82 51.23 38.0348001098633
"3273" 1.82 51.24 38.3824000549316
"3274" 1.82 51.25 38.9724000549316
"3275" 1.82 51.26 38.952799987793
"3276" 1.82 51.27 38.2475002288818
"3277" 1.82 51.28 37.624400177002
"3278" 1.82 51.29 36.9475999450684
"3279" 1.82 51.3 37.6072001647949
"3280" 1.82 51.31 37.507200012207
"3281" 1.82 51.32 37.0534999847412
"3282" 1.82 51.33 37.5463999938965
"3283" 1.82 51.34 37.5256001281738
"3284" 1.82 51.35 37.7827998352051
"3285" 1.82 51.36 38.3707998657227
"3286" 1.82 51.37 38.9744998931885
"3287" 1.82 51.38 39.9348001098633
"3288" 1.82 51.39 40.1543998718262
"3289" 1.82 51.4 37.783200302124
"3290" 1.82 51.41 30.6864000701904
"3291" 1.82 51.42 20.7460000038147
"3292" 1.82 51.43 17.4420000457764
"3293" 1.82 51.44 20.6584000396729
"3294" 1.82 51.45 28.2104000091553
"3295" 1.82 51.46 32.8167997741699
"3296" 1.82 51.47 38.7184999465942
"3297" 1.82 51.48 40.5640003967285
"3298" 1.82 51.49 40.1004000854492
"3299" 1.82 51.5 38.9964001464844
"3300" 1.82 51.51 38.7995999145508
"3301" 1.82 51.52 38.7329998016357
"3302" 1.82 51.53 39.3248001098633
"3303" 1.82 51.54 39.2431999206543
"3304" 1.82 51.55 38.6964001464844
"3305" 1.82 51.56 39.8116000366211
"3306" 1.82 51.57 39.9174997329712
"3307" 1.82 51.58 40.0023997497559
"3308" 1.82 51.59 41.0408000183105
"3309" 1.82 51.6 42.1096000671387
"3310" 1.82 51.61 42.8264002990723
"3311" 1.82 51.62 45.2379999160767
"3312" 1.82 51.63 48.9771998596191
"3313" 1.82 51.64 48.2736000061035
"3314" 1.82 51.65 46.7975999450684
"3315" 1.82 51.66 47.13
"3316" 1.82 51.67 46.5574998855591
"3317" 1.82 51.68 45.0552000427246
"3318" 1.82 51.69 38.7427998352051
"3319" 1.82 51.7 34.2399996948242
"3320" 1.82 51.71 32.8119997406006
"3321" 1.82 51.72 35.3505000114441
"3322" 1.82 51.73 37.4832000732422
"3323" 1.82 51.74 37.6971998596191
"3324" 1.82 51.75 37.8936001586914
"3325" 1.82 51.76 38.6392001342773
"3326" 1.82 51.77 38.8955001831055
"3327" 1.82 51.78 40.1575999450684
"3328" 1.82 51.79 41.6988003540039
"3329" 1.82 51.8 41.8315995788574
"3330" 1.82 51.81 38.4872001647949
"3331" 1.82 51.82 37.1575003623962
"3332" 1.82 51.83 41.3843997192383
"3333" 1.82 51.84 44.856000213623
"3334" 1.82 51.85 46.2116004943848
"3335" 1.82 51.86 44.3168000793457
"3336" 1.82 51.87 41.7494999885559
"3337" 1.82 51.88 35.581199798584
"3338" 1.82 51.89 31.8208003234863
"3339" 1.82 51.9 36.0183999633789
"3340" 1.82 51.91 37.515599822998
"3341" 1.82 51.92 34.2715001106262
"3342" 1.82 51.93 31.442799911499
"3343" 1.82 51.94 33.1812003326416
"3344" 1.82 51.95 34.1720001220703
"3345" 1.82 51.96 32.4435999298096
"3346" 1.82 51.97 29.2224999427795
"3347" 1.82 51.98 28.0155999755859
"3348" 1.82 51.99 24.6916000366211
"3349" 1.82 52 29.8904000854492
"3350" 1.82 52.01 33.193999710083
"3351" 1.82 52.02 29.4359998703003
"3352" 1.82 52.03 25.8452000427246
"3353" 1.82 52.04 25.4035999298096
"3354" 1.82 52.05 26.6900001525879
"3355" 1.83 50.77 NA
"3356" 1.83 50.78 NA
"3357" 1.83 50.79 NA
"3358" 1.83 50.8 NA
"3359" 1.83 50.81 NA
"3360" 1.83 50.82 NA
"3361" 1.83 50.83 NA
"3362" 1.83 50.84 NA
"3363" 1.83 50.85 NA
"3364" 1.83 50.86 NA
"3365" 1.83 50.87 NA
"3366" 1.83 50.88 NA
"3367" 1.83 50.89 NA
"3368" 1.83 50.9 NA
"3369" 1.83 50.91 NA
"3370" 1.83 50.92 NA
"3371" 1.83 50.93 NA
"3372" 1.83 50.94 NA
"3373" 1.83 50.95 NA
"3374" 1.83 50.96 NA
"3375" 1.83 50.97 6.40999995470047
"3376" 1.83 50.98 9.05720001220703
"3377" 1.83 50.99 14.0524000167847
"3378" 1.83 51 24.1420000457764
"3379" 1.83 51.01 22.0376000213623
"3380" 1.83 51.02 22.2235000133514
"3381" 1.83 51.03 27.6288000488281
"3382" 1.83 51.04 28.1651999664307
"3383" 1.83 51.05 26.8732000732422
"3384" 1.83 51.06 27.5504000091553
"3385" 1.83 51.07 27.7184999465942
"3386" 1.83 51.08 25.2140001678467
"3387" 1.83 51.09 27.2048000335693
"3388" 1.83 51.1 27.3195998382568
"3389" 1.83 51.11 27.3443999481201
"3390" 1.83 51.12 27.4619998931885
"3391" 1.83 51.13 28.9816002655029
"3392" 1.83 51.14 35.1019999694824
"3393" 1.83 51.15 35.9027996826172
"3394" 1.83 51.16 38.0036000061035
"3395" 1.83 51.17 36.8225002288818
"3396" 1.83 51.18 20.5036000442505
"3397" 1.83 51.19 25.7243998718262
"3398" 1.83 51.2 37.4204000854492
"3399" 1.83 51.21 37.0752005004883
"3400" 1.83 51.22 37.0089998245239
"3401" 1.83 51.23 37.4872003173828
"3402" 1.83 51.24 37.8007997131348
"3403" 1.83 51.25 38.6963996887207
"3404" 1.83 51.26 38.2828002929688
"3405" 1.83 51.27 37.6630002975464
"3406" 1.83 51.28 37.0188003540039
"3407" 1.83 51.29 37.3839999389648
"3408" 1.83 51.3 37.8560000610352
"3409" 1.83 51.31 37.1936003112793
"3410" 1.83 51.32 37.7175003051758
"3411" 1.83 51.33 37.1923999023438
"3412" 1.83 51.34 37.7644003295898
"3413" 1.83 51.35 37.8480003356934
"3414" 1.83 51.36 37.9944000244141
"3415" 1.83 51.37 38.4325000762939
"3416" 1.83 51.38 39.061600189209
"3417" 1.83 51.39 40.3872001647949
"3418" 1.83 51.4 40.3891999816895
"3419" 1.83 51.41 39.8387998962402
"3420" 1.83 51.42 38.2044998168945
"3421" 1.83 51.43 34.1712001800537
"3422" 1.83 51.44 27.5147999572754
"3423" 1.83 51.45 22.3400000762939
"3424" 1.83 51.46 20.5812000274658
"3425" 1.83 51.47 22.1910000801086
"3426" 1.83 51.48 27.2460001373291
"3427" 1.83 51.49 35.2700000762939
"3428" 1.83 51.5 39.6660002136231
"3429" 1.83 51.51 41.0380003356934
"3430" 1.83 51.52 39.910000038147
"3431" 1.83 51.53 39.2780001831055
"3432" 1.83 51.54 39.2663996887207
"3433" 1.83 51.55 38.8543998718262
"3434" 1.83 51.56 37.1728002929688
"3435" 1.83 51.57 37.368999671936
"3436" 1.83 51.58 38.2024000549316
"3437" 1.83 51.59 39.7660000610352
"3438" 1.83 51.6 41.5071998596191
"3439" 1.83 51.61 42.0111999511719
"3440" 1.83 51.62 43.4399995803833
"3441" 1.83 51.63 45.5632000732422
"3442" 1.83 51.64 48.4863999938965
"3443" 1.83 51.65 48.0188000488281
"3444" 1.83 51.66 46.8443998718262
"3445" 1.83 51.67 46.5105001449585
"3446" 1.83 51.68 46.2011999511719
"3447" 1.83 51.69 43.8107998657227
"3448" 1.83 51.7 36.6184001159668
"3449" 1.83 51.71 34.3943997192383
"3450" 1.83 51.72 32.8229996681213
"3451" 1.83 51.73 32.635599899292
"3452" 1.83 51.74 35.5796000671387
"3453" 1.83 51.75 36.3776002502441
"3454" 1.83 51.76 32.6900001525879
"3455" 1.83 51.77 31.9535003662109
"3456" 1.83 51.78 34.8231999969482
"3457" 1.83 51.79 36.2200001525879
"3458" 1.83 51.8 39.8815998840332
"3459" 1.83 51.81 42.0535997009277
"3460" 1.83 51.82 41.2504995346069
"3461" 1.83 51.83 39.6559999084473
"3462" 1.83 51.84 37.2288001251221
"3463" 1.83 51.85 41.7699998474121
"3464" 1.83 51.86 46.1508003234863
"3465" 1.83 51.87 50.3344999313355
"3466" 1.83 51.88 52.4008000183105
"3467" 1.83 51.89 50.2675996398926
"3468" 1.83 51.9 44.1416000366211
"3469" 1.83 51.91 43.6979995727539
"3470" 1.83 51.92 44.3960000991821
"3471" 1.83 51.93 42.7400003051758
"3472" 1.83 51.94 34.0771999359131
"3473" 1.83 51.95 31.0440000152588
"3474" 1.83 51.96 29.7583999633789
"3475" 1.83 51.97 29.2
"3476" 1.83 51.98 29.1084000396729
"3477" 1.83 51.99 25.6588001251221
"3478" 1.83 52 23.8431999969482
"3479" 1.83 52.01 24.5779998016357
"3480" 1.83 52.02 23.6239998817444
"3481" 1.83 52.03 24.5952000427246
"3482" 1.83 52.04 23.8703998565674
"3483" 1.83 52.05 24.7419998168945
"3484" 1.84 50.77 NA
"3485" 1.84 50.78 NA
"3486" 1.84 50.79 NA
"3487" 1.84 50.8 NA
"3488" 1.84 50.81 NA
"3489" 1.84 50.82 NA
"3490" 1.84 50.83 NA
"3491" 1.84 50.84 NA
"3492" 1.84 50.85 NA
"3493" 1.84 50.86 NA
"3494" 1.84 50.87 NA
"3495" 1.84 50.88 NA
"3496" 1.84 50.89 NA
"3497" 1.84 50.9 NA
"3498" 1.84 50.91 NA
"3499" 1.84 50.92 NA
"3500" 1.84 50.93 NA
"3501" 1.84 50.94 NA
"3502" 1.84 50.95 NA
"3503" 1.84 50.96 NA
"3504" 1.84 50.97 NA
"3505" 1.84 50.98 12.3939998865128
"3506" 1.84 50.99 15.6519999027252
"3507" 1.84 51 23.716999912262
"3508" 1.84 51.01 25.3470000267029
"3509" 1.84 51.02 18.0756250619888
"3510" 1.84 51.03 26.7085000038147
"3511" 1.84 51.04 28.270500087738
"3512" 1.84 51.05 26.4965001106262
"3513" 1.84 51.06 27.3465000152588
"3514" 1.84 51.07 27.3250000476837
"3515" 1.84 51.08 25.1650001525879
"3516" 1.84 51.09 25.05149974823
"3517" 1.84 51.1 27.5340001106262
"3518" 1.84 51.11 27.3710001945496
"3519" 1.84 51.12 27.9462500810623
"3520" 1.84 51.13 28.9635000228882
"3521" 1.84 51.14 32.9570000648499
"3522" 1.84 51.15 34.6384996414185
"3523" 1.84 51.16 36.7354997634888
"3524" 1.84 51.17 36.7737500667572
"3525" 1.84 51.18 25.8094999790192
"3526" 1.84 51.19 19.2904999732971
"3527" 1.84 51.2 35.7040000915527
"3528" 1.84 51.21 36.8620006561279
"3529" 1.84 51.22 37.4249997138977
"3530" 1.84 51.23 37.1904998779297
"3531" 1.84 51.24 37.6285001754761
"3532" 1.84 51.25 37.7210000991821
"3533" 1.84 51.26 37.201000213623
"3534" 1.84 51.27 37.1843750476837
"3535" 1.84 51.28 36.7664999008179
"3536" 1.84 51.29 37.1505001068115
"3537" 1.84 51.3 36.9959999084473
"3538" 1.84 51.31 37.2675001144409
"3539" 1.84 51.32 38.1131248474121
"3540" 1.84 51.33 37.9684999465942
"3541" 1.84 51.34 37.7590002059937
"3542" 1.84 51.35 37.8124998092651
"3543" 1.84 51.36 38.4585004806519
"3544" 1.84 51.37 38.5093750953674
"3545" 1.84 51.38 38.5480001449585
"3546" 1.84 51.39 39.5149997711182
"3547" 1.84 51.4 39.3055000305176
"3548" 1.84 51.41 39.802499961853
"3549" 1.84 51.42 40.5062501430511
"3550" 1.84 51.43 40.939999961853
"3551" 1.84 51.44 38.3809997558594
"3552" 1.84 51.45 36.2065000534058
"3553" 1.84 51.46 30.4224997520447
"3554" 1.84 51.47 26.9387501478195
"3555" 1.84 51.48 23.8624998092651
"3556" 1.84 51.49 23.8040000915527
"3557" 1.84 51.5 30.9179996490479
"3558" 1.84 51.51 39.639999961853
"3559" 1.84 51.52 42.0162501335144
"3560" 1.84 51.53 40.8219999313354
"3561" 1.84 51.54 39.8869998931885
"3562" 1.84 51.55 39.77649974823
"3563" 1.84 51.56 38.3815002441406
"3564" 1.84 51.57 35.671875
"3565" 1.84 51.58 36.2325000762939
"3566" 1.84 51.59 36.7639995574951
"3567" 1.84 51.6 38.393999671936
"3568" 1.84 51.61 40.3295001983643
"3569" 1.84 51.62 42.0050001144409
"3570" 1.84 51.63 44.3750001907349
"3571" 1.84 51.64 46.5584997177124
"3572" 1.84 51.65 48.6184999465942
"3573" 1.84 51.66 47.8430000305176
"3574" 1.84 51.67 46.6612496376038
"3575" 1.84 51.68 46.7625
"3576" 1.84 51.69 44.7534996032715
"3577" 1.84 51.7 38.7644996643066
"3578" 1.84 51.71 35.1034997940063
"3579" 1.84 51.72 35.8393745422363
"3580" 1.84 51.73 34
"3581" 1.84 51.74 30.7355000495911
"3582" 1.84 51.75 31.5459998130798
"3583" 1.84 51.76 32.9969999313355
"3584" 1.84 51.77 32.3800004720688
"3585" 1.84 51.78 30.6520003318787
"3586" 1.84 51.79 29.9305000305176
"3587" 1.84 51.8 30.3359999656677
