"Deployment_fk"	"Time"	"Species"	"Milliseconds"	"Number_clicks_filtered"	"Number_clicks_total"	"Lost_minutes"	"Recorded"	"Dpm"	"Dp10m"	"Station"	"Latitude"	"Longitude"	"Mooring_type"	"Receiver"
2591	2016-09-11 12:00:00	"NBHF"	562	44	5357	0	60	2	2	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2585	2016-09-11 13:00:00	"NBHF"	2305	137	12916	0	60	3	1	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2591	2016-09-11 13:00:00	"NBHF"	1907	98	27912	3	60	3	2	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2587	2016-09-11 13:00:00	"NBHF"	0	0	5507	0	60	0	0	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2584	2016-09-11 13:00:00	"NBHF"	0	0	232626	46	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2554	2016-09-11 13:00:00	"NBHF"	0	0	21894	0	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2590	2016-09-11 13:00:00	"NBHF"	1464	136	49660	6	60	7	2	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2588	2016-09-11 13:00:00	"NBHF"	0	0	221605	33	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2584	2016-09-11 14:00:00	"NBHF"	0	0	188940	24	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2591	2016-09-11 14:00:00	"NBHF"	6308	259	12771	0	60	2	1	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2585	2016-09-11 14:00:00	"NBHF"	0	0	21321	0	60	0	0	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2554	2016-09-11 14:00:00	"NBHF"	0	0	43231	5	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2588	2016-09-11 14:00:00	"NBHF"	0	0	183712	14	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2590	2016-09-11 14:00:00	"NBHF"	513	20	19698	0	60	2	2	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2587	2016-09-11 14:00:00	"NBHF"	0	0	6882	0	60	0	0	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2591	2016-09-11 15:00:00	"NBHF"	960	26	11339	0	60	3	2	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2584	2016-09-11 15:00:00	"NBHF"	0	0	123394	5	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2590	2016-09-11 15:00:00	"NBHF"	839	17	11863	0	60	1	1	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2587	2016-09-11 15:00:00	"NBHF"	0	0	7136	0	60	0	0	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2588	2016-09-11 15:00:00	"NBHF"	0	0	143840	5	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2585	2016-09-11 15:00:00	"NBHF"	0	0	10057	0	60	0	0	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2554	2016-09-11 15:00:00	"NBHF"	0	0	21648	1	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2591	2016-09-11 16:00:00	"NBHF"	0	0	12314	0	60	0	0	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2584	2016-09-11 16:00:00	"NBHF"	0	0	98523	10	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2585	2016-09-11 16:00:00	"NBHF"	5543	111	6029	0	60	7	3	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2590	2016-09-11 16:00:00	"NBHF"	1411	76	12655	0	60	5	3	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2588	2016-09-11 16:00:00	"NBHF"	0	0	46890	0	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2554	2016-09-11 16:00:00	"NBHF"	780	33	6700	0	60	2	1	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2587	2016-09-11 16:00:00	"NBHF"	0	0	3849	0	60	0	0	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2590	2016-09-11 17:00:00	"NBHF"	1529	54	11186	0	60	5	3	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2554	2016-09-11 17:00:00	"NBHF"	2049	72	6947	0	60	2	1	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2588	2016-09-11 17:00:00	"NBHF"	992	35	58429	0	60	2	2	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2585	2016-09-11 17:00:00	"NBHF"	0	0	29364	0	60	0	0	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2591	2016-09-11 17:00:00	"NBHF"	126	13	13622	0	60	1	1	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2587	2016-09-11 17:00:00	"NBHF"	0	0	2198	0	60	0	0	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2584	2016-09-11 17:00:00	"NBHF"	0	0	39191	0	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2588	2016-09-11 18:00:00	"NBHF"	2908	134	149717	19	60	3	2	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2591	2016-09-11 18:00:00	"NBHF"	3858	222	16616	0	60	12	4	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2584	2016-09-11 18:00:00	"NBHF"	0	0	78836	7	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2554	2016-09-11 18:00:00	"NBHF"	865	19	52932	0	60	1	1	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2585	2016-09-11 18:00:00	"NBHF"	431	14	26095	0	60	1	1	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2587	2016-09-11 18:00:00	"NBHF"	2263	108	3406	0	60	4	2	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2590	2016-09-11 18:00:00	"NBHF"	24454	1315	37184	0	60	30	6	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2585	2016-09-11 19:00:00	"NBHF"	0	0	5134	0	60	0	0	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2587	2016-09-11 19:00:00	"NBHF"	471	13	3996	0	60	1	1	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2591	2016-09-11 19:00:00	"NBHF"	54	23	9572	0	60	2	1	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2588	2016-09-11 19:00:00	"NBHF"	1693	36	130223	12	60	1	1	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2584	2016-09-11 19:00:00	"NBHF"	0	0	162445	20	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2554	2016-09-11 19:00:00	"NBHF"	28743	873	29699	0	60	18	3	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2590	2016-09-11 19:00:00	"NBHF"	288	28	27386	0	60	2	2	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2587	2016-09-11 20:00:00	"NBHF"	0	0	4477	0	60	0	0	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2554	2016-09-11 20:00:00	"NBHF"	0	0	16648	0	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2591	2016-09-11 20:00:00	"NBHF"	1357	45	6209	0	60	2	1	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2590	2016-09-11 20:00:00	"NBHF"	0	0	5122	0	60	0	0	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2584	2016-09-11 20:00:00	"NBHF"	0	0	168910	22	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2588	2016-09-11 20:00:00	"NBHF"	0	0	39378	0	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2585	2016-09-11 20:00:00	"NBHF"	0	0	3797	0	60	0	0	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2590	2016-09-11 21:00:00	"NBHF"	0	0	10028	0	60	0	0	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2587	2016-09-11 21:00:00	"NBHF"	0	0	2857	0	60	0	0	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2591	2016-09-11 21:00:00	"NBHF"	0	0	5642	0	60	0	0	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2584	2016-09-11 21:00:00	"NBHF"	0	0	152089	24	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2585	2016-09-11 21:00:00	"NBHF"	0	0	3067	0	60	0	0	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2554	2016-09-11 21:00:00	"NBHF"	0	0	8656	0	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2588	2016-09-11 21:00:00	"NBHF"	0	0	41478	0	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2587	2016-09-11 22:00:00	"NBHF"	0	0	2596	0	60	0	0	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2591	2016-09-11 22:00:00	"NBHF"	6609	496	8438	0	60	17	3	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2590	2016-09-11 22:00:00	"NBHF"	1458	33	5909	0	60	2	2	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2554	2016-09-11 22:00:00	"NBHF"	7477	137	5708	0	60	6	2	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2588	2016-09-11 22:00:00	"NBHF"	27190	147	35124	0	60	3	1	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2584	2016-09-11 22:00:00	"NBHF"	0	0	53548	3	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2585	2016-09-11 22:00:00	"NBHF"	0	0	2802	0	60	0	0	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2554	2016-09-11 23:00:00	"NBHF"	0	0	19160	3	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2591	2016-09-11 23:00:00	"NBHF"	0	0	5346	0	60	0	0	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2585	2016-09-11 23:00:00	"NBHF"	0	0	4306	0	60	0	0	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2588	2016-09-11 23:00:00	"NBHF"	0	0	46296	0	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2590	2016-09-11 23:00:00	"NBHF"	0	0	4092	0	60	0	0	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2584	2016-09-11 23:00:00	"NBHF"	0	0	56854	1	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2587	2016-09-11 23:00:00	"NBHF"	0	0	3119	0	60	0	0	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2554	2016-09-12 00:00:00	"NBHF"	0	0	16583	0	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2587	2016-09-12 00:00:00	"NBHF"	0	0	1477	0	60	0	0	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2584	2016-09-12 00:00:00	"NBHF"	0	0	128149	13	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2588	2016-09-12 00:00:00	"NBHF"	0	0	117488	2	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2590	2016-09-12 00:00:00	"NBHF"	5775	11	9189	0	60	1	1	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2585	2016-09-12 00:00:00	"NBHF"	0	0	33772	0	60	0	0	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2591	2016-09-12 00:00:00	"NBHF"	0	0	5478	0	60	0	0	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2554	2016-09-12 01:00:00	"NBHF"	0	0	31607	0	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2588	2016-09-12 01:00:00	"NBHF"	0	0	124021	3	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2591	2016-09-12 01:00:00	"NBHF"	2837	107	5129	0	60	3	2	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2585	2016-09-12 01:00:00	"NBHF"	1893	129	13432	0	60	7	3	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2584	2016-09-12 01:00:00	"NBHF"	339	19	187392	34	60	1	1	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2587	2016-09-12 01:00:00	"NBHF"	0	0	4828	0	60	0	0	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2590	2016-09-12 01:00:00	"NBHF"	1024	34	10904	0	60	2	1	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2584	2016-09-12 02:00:00	"NBHF"	0	0	228734	52	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2588	2016-09-12 02:00:00	"NBHF"	277	22	154900	11	60	1	1	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2590	2016-09-12 02:00:00	"NBHF"	2650	53	13336	0	60	4	2	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2554	2016-09-12 02:00:00	"NBHF"	0	0	20590	0	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2585	2016-09-12 02:00:00	"NBHF"	1242	26	28642	0	60	1	1	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2591	2016-09-12 02:00:00	"NBHF"	201	7	4686	0	60	1	1	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2587	2016-09-12 02:00:00	"NBHF"	1090	15	8895	0	60	1	1	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2554	2016-09-12 03:00:00	"NBHF"	0	0	25572	0	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2587	2016-09-12 03:00:00	"NBHF"	7469	131	14449	0	60	2	1	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2584	2016-09-12 03:00:00	"NBHF"	0	0	165312	19	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2585	2016-09-12 03:00:00	"NBHF"	533	43	8447	0	60	4	3	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2591	2016-09-12 03:00:00	"NBHF"	0	0	5323	0	60	0	0	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2590	2016-09-12 03:00:00	"NBHF"	255	6	19051	0	60	1	1	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2588	2016-09-12 03:00:00	"NBHF"	0	0	117452	1	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2590	2016-09-12 04:00:00	"NBHF"	0	0	17540	0	60	0	0	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2584	2016-09-12 04:00:00	"NBHF"	0	0	42097	0	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2588	2016-09-12 04:00:00	"NBHF"	0	0	128299	8	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2585	2016-09-12 04:00:00	"NBHF"	17086	683	7667	0	60	19	5	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2591	2016-09-12 04:00:00	"NBHF"	1597	79	9209	0	60	2	1	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2554	2016-09-12 04:00:00	"NBHF"	771	41	17998	0	60	2	1	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2587	2016-09-12 04:00:00	"NBHF"	3085	88	6677	0	60	3	1	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2588	2016-09-12 05:00:00	"NBHF"	0	0	102501	4	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2591	2016-09-12 05:00:00	"NBHF"	0	0	9452	0	60	0	0	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2584	2016-09-12 05:00:00	"NBHF"	0	0	106413	13	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2554	2016-09-12 05:00:00	"NBHF"	0	0	8946	0	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2590	2016-09-12 05:00:00	"NBHF"	1112	55	10977	0	60	5	2	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2585	2016-09-12 05:00:00	"NBHF"	824	43	14230	0	60	3	2	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2587	2016-09-12 05:00:00	"NBHF"	46682	1099	14306	0	60	19	4	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2588	2016-09-12 06:00:00	"NBHF"	0	0	114268	6	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2590	2016-09-12 06:00:00	"NBHF"	680	32	44714	0	60	3	2	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2554	2016-09-12 06:00:00	"NBHF"	0	0	39555	2	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2587	2016-09-12 06:00:00	"NBHF"	0	0	8920	0	60	0	0	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2585	2016-09-12 06:00:00	"NBHF"	8763	532	50528	0	60	9	2	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2591	2016-09-12 06:00:00	"NBHF"	0	0	11556	0	60	0	0	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2584	2016-09-12 06:00:00	"NBHF"	736	11	199690	34	60	1	1	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2554	2016-09-12 07:00:00	"NBHF"	0	0	73338	0	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2590	2016-09-12 07:00:00	"NBHF"	0	0	59709	5	60	0	0	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2587	2016-09-12 07:00:00	"NBHF"	899	73	8023	0	60	2	1	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2584	2016-09-12 07:00:00	"NBHF"	5517	276	110155	5	60	2	1	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2585	2016-09-12 07:00:00	"NBHF"	3495	143	25816	0	60	2	1	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2591	2016-09-12 07:00:00	"NBHF"	1985	24	49396	6	60	3	2	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2588	2016-09-12 07:00:00	"NBHF"	1424	69	182105	14	60	3	1	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2590	2016-09-12 08:00:00	"NBHF"	0	0	38521	1	60	0	0	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2554	2016-09-12 08:00:00	"NBHF"	0	0	67667	1	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2591	2016-09-12 08:00:00	"NBHF"	719	26	17696	1	60	1	1	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2588	2016-09-12 08:00:00	"NBHF"	0	0	113130	0	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2587	2016-09-12 08:00:00	"NBHF"	0	0	12968	0	60	0	0	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2585	2016-09-12 08:00:00	"NBHF"	6178	46	19173	0	60	2	1	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2584	2016-09-12 08:00:00	"NBHF"	0	0	74326	5	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2554	2016-09-12 09:00:00	"NBHF"	0	0	48938	0	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2585	2016-09-12 09:00:00	"NBHF"	0	0	15434	0	60	0	0	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2584	2016-09-12 09:00:00	"NBHF"	0	0	29323	2	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2591	2016-09-12 09:00:00	"NBHF"	0	0	14985	0	60	0	0	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2590	2016-09-12 09:00:00	"NBHF"	2423	20	33549	0	60	1	1	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2587	2016-09-12 09:00:00	"NBHF"	0	0	5353	0	60	0	0	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2588	2016-09-12 09:00:00	"NBHF"	0	0	57921	0	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2554	2016-09-12 10:00:00	"NBHF"	0	0	29161	0	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2591	2016-09-12 10:00:00	"NBHF"	0	0	10718	1	60	0	0	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2585	2016-09-12 10:00:00	"NBHF"	12440	672	6376	0	60	13	4	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2584	2016-09-12 10:00:00	"NBHF"	62	16	20354	2	60	1	1	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2587	2016-09-12 10:00:00	"NBHF"	1113	61	3619	0	60	3	2	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2590	2016-09-12 10:00:00	"NBHF"	0	0	17483	0	60	0	0	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2588	2016-09-12 10:00:00	"NBHF"	0	0	25229	0	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2585	2016-09-12 11:00:00	"NBHF"	100	5	6906	1	60	1	1	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2584	2016-09-12 11:00:00	"NBHF"	748	86	5899	0	60	3	2	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2588	2016-09-12 11:00:00	"NBHF"	0	0	24737	1	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2590	2016-09-12 11:00:00	"NBHF"	1047	33	10633	0	60	2	2	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2554	2016-09-12 11:00:00	"NBHF"	0	0	30488	2	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2591	2016-09-12 11:00:00	"NBHF"	23885	617	13270	1	60	14	4	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2587	2016-09-12 11:00:00	"NBHF"	0	0	3029	0	60	0	0	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2587	2016-09-12 12:00:00	"NBHF"	0	0	2161	0	60	0	0	"bpns-WK9"	51.4553333333	3.102	"surface-buoy"	"POD-2724"
2588	2016-09-12 12:00:00	"NBHF"	0	0	20683	0	60	0	0	"bpns-LST420"	51.2575	2.6778333333	"surface-buoy"	"POD-2421"
2585	2016-09-12 12:00:00	"NBHF"	78	6	2420	0	60	1	1	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2590	2016-09-12 12:00:00	"NBHF"	0	0	6207	0	60	0	0	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
2584	2016-09-12 12:00:00	"NBHF"	1077	33	32569	2	60	5	1	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2591	2016-09-12 12:00:00	"NBHF"	0	0	5765	0	60	0	0	"bpns-Reefballs-cpower"	51.58	2.99549	"bottom-mooring"	"POD-2729"
2554	2016-09-12 12:00:00	"NBHF"	0	0	14614	0	60	0	0	"bpns-Gootebank"	51.4491666667	2.8786666667	"surface-buoy"	"POD-2725"
2584	2016-09-12 13:00:00	"NBHF"	0	0	104213	7	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2723"
2585	2016-09-12 13:00:00	"NBHF"	0	0	8194	0	60	0	0	"bpns-Oostdyck West"	51.2858333333	2.4386666667	"surface-buoy"	"POD-2728"
2590	2016-09-12 13:00:00	"NBHF"	0	0	17674	2	60	0	0	"bpns-Lottobuoy"	51.5666667	2.983333	"surface-buoy"	"POD-2422"
