"Deployment_fk"	"Time"	"Species"	"Milliseconds"	"Number_clicks_filtered"	"Number_clicks_total"	"Lost_minutes"	"Recorded"	"Dpm"	"Dp10m"	"Station"	"Latitude"	"Longitude"	"Mooring_type"	"Receiver"
2577	2016-05-02 07:00:00	"NBHF"	0	0	44253	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2575	2016-05-02 07:00:00	"NBHF"	0	0	244795	57	60	0	0	"bpns-Wenduinebankw"	51.2871667	2.8791667	"surface-buoy"	"POD-2750"
2577	2016-05-02 08:00:00	"NBHF"	0	0	16092	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-02 08:00:00	"NBHF"	0	0	208845	51	51	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2575	2016-05-02 08:00:00	"NBHF"	0	0	239743	56	60	0	0	"bpns-Wenduinebankw"	51.2871667	2.8791667	"surface-buoy"	"POD-2750"
2575	2016-05-02 09:00:00	"NBHF"	0	0	211737	45	59	0	0	"bpns-Wenduinebankw"	51.2871667	2.8791667	"surface-buoy"	"POD-2750"
2577	2016-05-02 09:00:00	"NBHF"	0	0	17640	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-02 09:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-02 10:00:00	"NBHF"	286	59	4519	0	60	3	2	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2575	2016-05-02 10:00:00	"NBHF"	0	0	163	0	1	0	0	"bpns-Wenduinebankw"	51.2871667	2.8791667	"surface-buoy"	"POD-2750"
2583	2016-05-02 10:00:00	"NBHF"	0	0	244915	59	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-02 11:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-02 11:00:00	"NBHF"	0	0	13963	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-02 12:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-02 12:00:00	"NBHF"	195	23	13774	0	60	1	1	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-02 13:00:00	"NBHF"	0	0	18915	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-02 13:00:00	"NBHF"	0	0	245531	59	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-02 14:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-02 14:00:00	"NBHF"	0	0	12824	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-02 15:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-02 15:00:00	"NBHF"	0	0	10958	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-02 16:00:00	"NBHF"	5470	113	20931	0	60	2	1	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-02 16:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-02 17:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-02 17:00:00	"NBHF"	0	0	52723	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-02 18:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-02 18:00:00	"NBHF"	0	0	61749	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-02 19:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-02 19:00:00	"NBHF"	0	0	72085	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-02 20:00:00	"NBHF"	0	0	38691	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-02 20:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-02 21:00:00	"NBHF"	0	0	245558	59	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-02 21:00:00	"NBHF"	0	0	27419	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-02 22:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-02 22:00:00	"NBHF"	0	0	5106	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-02 23:00:00	"NBHF"	0	0	6194	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-02 23:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-03 00:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-03 00:00:00	"NBHF"	0	0	36828	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-03 01:00:00	"NBHF"	0	0	51548	1	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-03 01:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-03 02:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-03 02:00:00	"NBHF"	9746	402	32160	0	60	13	2	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-03 03:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-03 03:00:00	"NBHF"	517	48	54831	0	60	2	1	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-03 04:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-03 04:00:00	"NBHF"	0	0	81186	4	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-03 05:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-03 05:00:00	"NBHF"	0	0	105240	2	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-03 06:00:00	"NBHF"	1675	131	156918	6	60	4	1	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-03 06:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-03 07:00:00	"NBHF"	0	0	150141	8	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-03 07:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-03 08:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-03 08:00:00	"NBHF"	513	21	149709	8	60	1	1	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-03 09:00:00	"NBHF"	0	0	59668	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-03 09:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-03 10:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-03 10:00:00	"NBHF"	748	51	49299	0	60	2	1	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-03 11:00:00	"NBHF"	0	0	37605	1	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-03 11:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-03 12:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-03 12:00:00	"NBHF"	0	0	29324	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-03 13:00:00	"NBHF"	0	0	32267	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-03 13:00:00	"NBHF"	0	0	245240	59	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-03 14:00:00	"NBHF"	0	0	42152	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-03 14:00:00	"NBHF"	0	0	237504	54	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-03 15:00:00	"NBHF"	0	0	193115	23	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-03 15:00:00	"NBHF"	0	0	27157	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-03 16:00:00	"NBHF"	0	0	38299	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-03 16:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-03 17:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-03 17:00:00	"NBHF"	0	0	77127	1	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-03 18:00:00	"NBHF"	0	0	35209	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-03 18:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-03 19:00:00	"NBHF"	0	0	54741	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-03 19:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-03 20:00:00	"NBHF"	0	0	23497	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-03 20:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-03 21:00:00	"NBHF"	0	0	12222	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-03 21:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-03 22:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-03 22:00:00	"NBHF"	0	0	17220	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-03 23:00:00	"NBHF"	0	0	15209	1	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-03 23:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-04 00:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-04 00:00:00	"NBHF"	7808	185	9102	0	60	3	1	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-04 01:00:00	"NBHF"	0	0	245478	59	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-04 01:00:00	"NBHF"	0	0	19998	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-04 02:00:00	"NBHF"	0	0	241205	55	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-04 02:00:00	"NBHF"	0	0	22424	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-04 03:00:00	"NBHF"	0	0	241440	56	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-04 03:00:00	"NBHF"	0	0	15185	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-04 04:00:00	"NBHF"	0	0	10773	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-04 04:00:00	"NBHF"	0	0	243767	58	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-04 05:00:00	"NBHF"	0	0	245137	58	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-04 05:00:00	"NBHF"	653	29	19201	0	60	3	2	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-04 06:00:00	"NBHF"	0	0	51209	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-04 06:00:00	"NBHF"	0	0	231989	37	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-04 07:00:00	"NBHF"	385	9	187092	22	60	1	1	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-04 07:00:00	"NBHF"	0	0	50743	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-04 08:00:00	"NBHF"	0	0	237156	54	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-04 08:00:00	"NBHF"	0	0	34114	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-04 09:00:00	"NBHF"	44	11	199828	10	60	1	1	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-04 09:00:00	"NBHF"	0	0	11352	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-04 10:00:00	"NBHF"	16383	850	145149	3	60	23	4	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-04 10:00:00	"NBHF"	0	0	10199	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-04 11:00:00	"NBHF"	0	0	18831	1	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-04 11:00:00	"NBHF"	0	0	87918	3	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-04 12:00:00	"NBHF"	0	0	51197	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-04 12:00:00	"NBHF"	0	0	40207	2	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-04 13:00:00	"NBHF"	0	0	95486	4	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-04 13:00:00	"NBHF"	0	0	58807	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-04 14:00:00	"NBHF"	0	0	39819	4	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-04 14:00:00	"NBHF"	0	0	131258	11	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-04 15:00:00	"NBHF"	0	0	209531	28	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-04 15:00:00	"NBHF"	0	0	590	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-04 16:00:00	"NBHF"	0	0	239316	46	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-04 16:00:00	"NBHF"	0	0	3981	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-04 17:00:00	"NBHF"	0	0	13999	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-04 17:00:00	"NBHF"	0	0	243898	56	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-04 18:00:00	"NBHF"	0	0	13151	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-04 18:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-04 19:00:00	"NBHF"	0	0	200919	19	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-04 19:00:00	"NBHF"	0	0	17569	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-04 20:00:00	"NBHF"	0	0	23022	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-04 20:00:00	"NBHF"	0	0	143340	15	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-04 21:00:00	"NBHF"	1562	70	13796	0	60	2	1	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-04 21:00:00	"NBHF"	923	59	180571	25	60	2	1	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-04 22:00:00	"NBHF"	0	0	173898	7	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-04 22:00:00	"NBHF"	7758	220	6741	0	60	6	1	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-04 23:00:00	"NBHF"	5698	86	20199	0	60	1	1	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-04 23:00:00	"NBHF"	0	0	155808	2	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-05 00:00:00	"NBHF"	0	0	49773	2	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-05 00:00:00	"NBHF"	0	0	73939	2	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-05 01:00:00	"NBHF"	0	0	66045	2	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-05 01:00:00	"NBHF"	0	0	35875	0	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-05 02:00:00	"NBHF"	0	0	33026	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-05 02:00:00	"NBHF"	0	0	128840	5	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-05 03:00:00	"NBHF"	0	0	167063	13	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-05 03:00:00	"NBHF"	0	0	64263	13	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-05 04:00:00	"NBHF"	0	0	203945	17	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-05 04:00:00	"NBHF"	0	0	6659	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-05 05:00:00	"NBHF"	0	0	245020	57	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-05 05:00:00	"NBHF"	0	0	6061	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-05 06:00:00	"NBHF"	0	0	243875	55	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-05 06:00:00	"NBHF"	0	0	20743	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-05 07:00:00	"NBHF"	0	0	29145	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-05 07:00:00	"NBHF"	0	0	245026	59	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-05 08:00:00	"NBHF"	0	0	151580	11	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-05 08:00:00	"NBHF"	0	0	53323	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-05 09:00:00	"NBHF"	0	0	204850	30	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-05 09:00:00	"NBHF"	0	0	26712	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-05 10:00:00	"NBHF"	0	0	221012	25	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-05 10:00:00	"NBHF"	0	0	11149	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-05 11:00:00	"NBHF"	0	0	11932	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-05 11:00:00	"NBHF"	0	0	206677	15	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-05 12:00:00	"NBHF"	3882	250	41463	1	60	7	2	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-05 12:00:00	"NBHF"	0	0	143436	2	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-05 13:00:00	"NBHF"	0	0	82454	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-05 13:00:00	"NBHF"	0	0	125771	7	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-05 14:00:00	"NBHF"	0	0	157359	20	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-05 14:00:00	"NBHF"	0	0	68311	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-05 15:00:00	"NBHF"	0	0	24239	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-05 15:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-05 16:00:00	"NBHF"	581	29	10177	0	60	1	1	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-05 16:00:00	"NBHF"	0	0	235695	47	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-05 17:00:00	"NBHF"	0	0	229546	41	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-05 17:00:00	"NBHF"	0	0	19443	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-05 18:00:00	"NBHF"	0	0	37201	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-05 18:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-05 19:00:00	"NBHF"	0	0	245700	60	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2577	2016-05-05 19:00:00	"NBHF"	0	0	24639	0	60	0	0	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2577	2016-05-05 20:00:00	"NBHF"	1498	26	37407	0	60	1	1	"bpns-VG2"	51.4325	2.802	"surface-buoy"	"POD-2724"
2583	2016-05-05 20:00:00	"NBHF"	0	0	217480	30	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
2583	2016-05-05 21:00:00	"NBHF"	0	0	143743	20	60	0	0	"bpns-Oostendebank Oost"	51.2891667	2.8653333	"surface-buoy"	"POD-2420"
